count	reward_sum	squared_reward_sum	length
366	75.22725881259561	10051.935669520615	851
367	-35.264172613092214	10028.39337385666	205
368	41.72100499753563	10046.734705922201	620
369	-39.78629884366787	10022.670593960034	216
370	-50.687420415297225	10020.60169517593	470
371	304.817452356504	99.66463814925636	1308
372	41.67417324694773	10044.336288918972	681
373	-6.07019799352274	10028.194523488371	452
374	-55.55991098787697	10015.913553835919	184
375	-85.15371195169094	10005.12024558713	187
376	110.45384250365598	10081.364642001547	706
377	32.948023739167894	10050.036416291261	464
378	-76.1659547683379	10006.227226012674	190
379	-89.47382105461271	10004.615117091327	155
380	17.509120085562444	10033.92261991833	522
381	-85.00816830700172	10026.755239051457	410
382	-51.30394133355266	10016.99383990197	249
383	145.0672261324046	10091.197431466546	886
384	-28.70249227160187	10021.096632687222	367
385	-84.9879646179404	10005.681173947161	250
386	-2.40301059766081	10035.561687869971	354
387	-23.353607644050626	10025.88038193643	353
388	-89.30166499488526	10004.30721431698	179
389	-47.30899644249772	10017.23737797322	254
390	-33.27804798909122	10023.842734264403	276
391	-6.89709087243763	10043.357031875894	280
392	-3.148276048445055	10032.282531380839	484
393	3.655100751398763	10035.723302885832	418
394	-25.864690575473333	10023.387798091513	340
395	99.65949460111386	10071.642236071957	714
396	-39.438001535182615	10025.52703293615	209
397	-18.5491962922501	10027.301342545836	353
398	77.32234947302763	10053.934560443156	816
399	-31.562103293676586	10024.012609458665	276
400	111.83754326694094	10075.16780462771	901
401	-30.325283520517274	10023.345402349465	315
402	-83.30242576476721	10004.703578743784	183
403	-41.43714155301271	10022.434083603295	290
404	-7.178136127572046	10039.980964334558	300
405	3.734515490599904	10033.85761965336	716
406	1.8502938893906986	10027.751350993434	569
407	-44.8005812351244	10017.12308074618	261
408	2.293959449253208	10041.44423740954	353
409	-18.125253995029453	10025.841534767213	549
410	-81.66282293797464	10013.423528078913	453
411	-38.98343548213153	10024.399879357135	213
412	-69.92755556169729	10011.35447076452	290
413	309.4144325728637	104.42042851720167	1157
414	54.296413994609935	10053.297188857541	621
415	126.7816572297913	10068.311334307773	1228
416	309.9278909893561	112.17421752759667	1124
417	-101.44974990524408	18.21969204426228	2000
418	-41.253223699218125	10016.331645688882	336
419	102.9122337827647	10074.083792069183	753
420	8.801299315808308	10033.578774362404	470
421	99.06660232776775	10063.781432520585	850
422	306.4484182513178	110.80012538650826	1122
423	87.35810210090233	10058.842976907777	801
424	-5.622458687509081	10032.697929300788	382
425	-43.828985258721914	10019.021359962033	238
426	-30.727648595463762	10025.047316046392	316
427	-80.88539522133841	10022.171623674569	761
428	-37.63632154253999	10022.644193175469	290
429	-44.56639912462631	10018.37741085364	394
430	-32.851505031841086	10028.734392336768	239
431	9.031150087608069	10039.550465545373	388
432	-28.653905429865446	10020.071473848366	489
433	-26.83409221893534	10049.898046780072	1206
434	88.94104352787176	10078.008986379002	807
435	-48.17212968378306	10018.834598510744	206
436	66.8230059046619	10064.279635151684	534
437	2.6153001134237	10031.592208235865	458
438	-92.17221888149797	10006.342875576844	263
439	55.16989630612812	10056.724914513967	541
440	49.951326023903164	10053.245407418774	553
441	126.38707079492704	10087.541571497073	752
442	-26.40968386407033	10025.510341232817	295
443	-48.56249770361857	10016.328106913146	265
444	125.4321362441083	10076.204098532	932
445	88.0307555558731	10068.464737850847	714
446	54.0930698281178	68.75819034769819	2000
447	-60.38357038377669	10014.860791450485	209
448	-81.93403698507004	10005.419602647218	172
449	-49.864304275739265	10018.652800142834	202
450	-54.76402592830756	10014.328772320761	247
451	304.54957472072766	107.78896990739834	1107
452	131.91090384004087	10085.753975763077	800
453	-14.129216859002938	10036.737716150954	277
454	33.21912354204321	10043.936702967278	542
455	86.48441410275623	10054.93447861826	1070
456	-17.968949196837684	10038.087168340102	468
457	307.96135575629705	112.24177365659364	1092
458	-39.02389018520486	10027.242994768878	579
459	-79.59434992169636	10005.23832365881	166
460	-65.4510521555493	10012.878050942329	163
461	-48.95007559676445	10019.30980368031	195
462	-29.738240537588965	10022.215370076452	303
463	-69.3106101398434	10009.645554433375	185
464	-40.04094157028216	10017.030471449496	286
465	-35.9303354908385	10027.814106903312	208
466	-14.01835865221723	10033.53035030525	321
467	203.5628480781636	117.4578384764299	2000
468	44.98263727450086	10058.645427387497	458
469	41.7009007394434	10055.04596052868	455
470	22.455576708110428	10055.23411606687	679
471	147.8782184932184	10103.984812845463	693
472	34.019556087768535	10047.407886589273	529
473	186.21152968374457	10104.738347032911	1026
474	153.81836516203674	10090.83762401491	875
475	-16.2641230635396	10035.896311582566	259
476	-93.33379868576611	16.163715968901162	2000
477	-81.8089114410638	10005.369760733953	161
478	157.31530984577563	10108.792852783821	740
479	-83.35028313690427	10005.702385808583	142
480	119.73238614769025	10091.680756690608	646
481	-85.62959803177459	10005.602663271764	150
482	98.69340042383581	10066.606662817921	846
483	-4.965716453487218	10035.3091664119	657
484	35.22448797174317	10050.47315500486	504
485	314.46626031576665	122.11818252823073	1012
486	72.61379394808375	10062.139260856873	667
487	-74.61586407508055	10007.663295594397	162
488	16.55974961039172	10041.833507247437	515
489	-52.28278838210852	10017.468856940071	222
490	45.1624401692182	10051.276219155998	546
491	-47.84843047558374	10025.38407257836	569
492	-20.667866651591282	10031.91904618469	296
493	-11.969487018772497	10034.605701901257	294
494	195.48688727329	10104.467030078978	1031
495	313.2944899490274	121.31654054360465	948
496	-67.23199683202638	10011.311774099337	253
497	-36.24320789212757	10021.693579835843	259
498	109.88256601324329	10068.878644433751	915
499	25.554899626764893	10050.434533159381	432
500	-71.09802835258252	10009.126124383558	142
501	-20.67151762770459	10026.076491374932	342
502	311.233416723796	110.00279738836291	1052
503	65.14839711544656	10069.345720948719	552
504	-72.37695036137154	10007.330942466037	179
505	-60.35729518304156	10015.520623265737	320
506	-28.64127009938997	10023.662600698155	405
507	108.99635304575722	10072.142412744892	756
508	32.265815151137275	10043.565806225977	656
509	306.3135326273891	122.47632149899384	1093
510	2.535221376139887	10042.314229723905	318
